DATASET_HEATMAP
SEPARATOR,COMMA
DATASET_LABEL,pathways
COLOR,#ff0000
FIELD_LABELS,Cysteine.Biosynthesis,Sulfite.Export,Methanethiol.Degradation,Cysteine.Degradation,Coenzyme.A.Degradation,S.adenosyl.L.homocysteine.degradation,Cysteate.Degradation,DMSP.degradation,Biotin.Degradation,N.acetyltaurine.Transport,Sulfoacetaldehyde.Degradation,Isethionate.Transport,DHPS.Transporter,Methionine.Synthesis,X3.Mercaptopyruvate.Degradation,Glutathione.Synthesis,Glutathione.disulfide.degradation.and.synthesis,Biotin.Transport,Taurine.Degradation,DHPS.Degradation,Methanethiol.Synthesis,Methionine.Degradation,Hypotaurine.Degradation,Taurine.Transport,Methanesulfonate.Degradation,Choline.O.sulfate.Transport,Methionine.Transport,Sulfolactate.degradation,Sulfopyruvate.Degradation,Methionine...N.Acyl.L.homoserine.lactone,SO4thiosulfate.transporter,Dimethylsulfoxide.Degradation,Choline.O.sulfate.Degradation,Dimethylsulfone.Degradation,Glutathione.Transporter,Sulfite.Dehydrogenase
MARD_SAMD00000449_REFG_MMP00000449,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0.5,0,0,0,1,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARD_SAMD00000450_REFG_MMP00000450,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0.5,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MARD_SAMD00000472_REFG_MMP00000472,1,1,1,1,0,1,1,1,1,1,0,0,0,0.75,0,0,0,1,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARD_SAMD00000482_REFG_MMP00000482,1,1,1,0,0,1,0,0,0,1,0,0,0,0.333333333,0,0,0,1,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARD_SAMD00000516_REFG_MMP00000516,1,1,1,0,0,1,0,1,0,0,0,0,0,0.666666667,0,0,0,1,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARD_SAMD00000547_REFG_MMP00000547,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MARD_SAMD00000560_REFG_MMP00000560,1,1,1,1,1,0,1,1,1,1,0,1,1,0.75,1,1,1,0,0,1,0,0.333333333,0,0,0,0,1,0,0,1,0,0,0.666666667,0,0,0
MARD_SAMD00000561_REFG_MMP00000561,1,1,1,1,1,0,1,1,1,1,1,1,1,0.833333333,1,0.5,0,0,0,0,0,0.333333333,0,0,0,1,1,0,0,1,0,0,0.333333333,0,0,0
MARD_SAMD00004655_REFG_MMP00004655,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0,0,1,0.666666667,0,0,0
MARD_SAMD00006053_REFG_MMP00006053,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0.333333333,0,1,0,1,1,0,0,0,1,0,0.333333333,0,0,0
MARD_SAMD00008838_REFG_MMP00008838,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0.666666667,0,0,0,1,1,0,0,0,1,0,0.333333333,0,0,0
MARD_SAMD00008912_REFG_MMP00008912,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMD00009117_REFG_MMP00009117,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0.666666667,1,0,0,1,1,0,0,0,1,0,0.333333333,0,0,0
MARD_SAMD00011086_REFG_MMP00011086,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MARD_SAMD00012206_REFG_MMP00012206,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMD00015726_REFG_MMP00015726,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,1,0.666666667,0,0,0
MARD_SAMD00016823_REFG_MMP00016823,1,1,1,1,1,0,1,1,1,1,0,1,1,0.75,1,1,1,0,0,1,0,0.333333333,0,0,0,0,1,0,0,1,0,0,0.666666667,0,0,0
MARD_SAMD00016824_REFG_MMP00016824,1,1,1,1,1,0,1,1,1,1,1,1,1,0.833333333,1,0.5,0,0,0,0,0,0.333333333,0,0,0,1,1,0,0,1,0,0,0.333333333,0,0,0
MARD_SAMD00017303_REFG_MMP00017303,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0.666666667,0,0,0,1,1,0,0,0,0,1,0,0,0,0
MARD_SAMD00017304_REFG_MMP00017304,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0.666666667,0,0,0,0,1,0,0,0,0,1,0.333333333,0,0,0
MARD_SAMD00017305_REFG_MMP00017305,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.333333333,0,1,0,0,1,0,0,0,0,1,0.333333333,0,0,0
MARD_SAMD00017310_REFG_MMP00017310,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,0,0.666666667,0,0,0,0,1,0,0,0,0,1,0.666666667,0,0,0
MARD_SAMD00017312_REFG_MMP00017312,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.666666667,0,0,0,0,1,0,0,0,0,1,0.666666667,0,0,0
MARD_SAMD00017313_REFG_MMP00017313,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0.333333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0
MARD_SAMD00017330_REFG_MMP00017330,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MARD_SAMD00017647_REFG_MMP00017647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0.666666667,0,1,0
MARD_SAMD00017759_REFG_MMP00017759,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MARD_SAMD00018367_REFG_MMP00018367,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0,0,1,1,0,0,0
MARD_SAMD00018622_REFG_MMP00018622,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0.5,0,1,1,0,0,0.333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MARD_SAMD00018681_REFG_MMP00018681,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.333333333,0,0,0,0,1,0,0,0,1,0,0.666666667,0,0,0
MARD_SAMD00018689_REFG_MMP00018689,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0.5,0,1,1,0,1,0.666666667,0,0,0,1,0,0,0,0,0,0,0.666666667,0,1,0
MARD_SAMD00019129_REFG_MMP00019129,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0.333333333,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMD00019130_REFG_MMP00019130,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.333333333,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMD00019131_REFG_MMP00019131,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0.333333333,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMD00019132_REFG_MMP00019132,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.666666667,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMD00019133_REFG_MMP00019133,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.333333333,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMD00019136_REFG_MMP00019136,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0.333333333,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMD00019138_REFG_MMP00019138.1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.666666667,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMD00019139_REFG_MMP00019139,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0.333333333,0,0,0,0,1,0,0,1,0,1,1,0,0,0
MARD_SAMD00019140_REFG_MMP00019140,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.666666667,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMD00019141_REFG_MMP00019141,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0.333333333,0,0,0,0,1,0,0,1,0,0,0.666666667,0,0,0
MARD_SAMD00019142_REFG_MMP00019142,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0.333333333,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMD00019143_REFG_MMP00019143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.666666667,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMD00019870_REFG_MMP00019870,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0.666666667,0,0,1,0,0,0,0,0,1,0,1,0,0,1
MARD_SAMD00020220_REFG_MMP00020220,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MARD_SAMD00022561_REFG_MMP00022561,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0.666666667,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMD00023549_REFG_MMP00023549,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0.5,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0.333333333,0,1,0
MARD_SAMD00025187_REFG_MMP00025187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARD_SAMD00028746_REFG_MMP00028746,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMD00028747_REFG_MMP00028747,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMD00028750_REFG_MMP00028750,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.666666667,1,0,0,0,0,1,1,0,0,0,0.666666667,0,0,0
MARD_SAMD00028761_REFG_MMP00028761,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0.333333333,0,0,0
MARD_SAMD00032033_REFG_MMP00032033,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.333333333,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMD00035723_REFG_MMP00035723,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0,0,1,1,0,0,0
MARD_SAMD00036551_REFG_MMP00036551,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.666666667,0,0,0,0,1,0,0,0,0,1,0.666666667,0,0,0
MARD_SAMD00036589_REFG_MMP00036589,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMD00036590_REFG_MMP00036590,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMD00036591_REFG_MMP00036591,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMD00036592_REFG_MMP00036592,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMD00036593_REFG_MMP00036593,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MARD_SAMD00036594_REFG_MMP00036594,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMD00036597_REFG_MMP00036597,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MARD_SAMD00036599_REFG_MMP00036599,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MARD_SAMD00036600_REFG_MMP00036600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMD00036601_REFG_MMP00036601,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.666666667,1,0,0,0,0,0,0,0,0,0,1,0,0,0
MARD_SAMD00036602_REFG_MMP00036602,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.666666667,0,0,0,0,0,0,0,1,0,0,0.666666667,0,0,0
MARD_SAMD00036604_REFG_MMP00036604,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMD00036605_REFG_MMP00036605,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMD00036617_REFG_MMP00036617,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARD_SAMD00036651_REFG_MMP00036651,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.666666667,0,0,0,0,1,0,0,0,0,1,0,0,0,0
MARD_SAMD00036652_REFG_MMP00036652,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.333333333,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMD00036654_REFG_MMP00036654,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.666666667,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMD00036655_REFG_MMP00036655,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0.666666667,0,0,0,0,1,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMD00036656_REFG_MMP00036656,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.666666667,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMD00036658_REFG_MMP00036658,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0.666666667,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMD00036659_REFG_MMP00036659,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.666666667,0,0,0,0,1,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMD00036660_REFG_MMP00036660,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.333333333,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMD00036661_REFG_MMP00036661,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.666666667,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMD00036663_REFG_MMP00036663,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0.333333333,1,0,0,0,1,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMD00036665_REFG_MMP00036665,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.666666667,0,1,0
MARD_SAMD00036772_REFG_MMP00036772,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MARD_SAMD00039863_REFG_MMP00039863,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MARD_SAMD00039894_REFG_MMP00039894,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMD00039994_REFG_MMP00039994,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0.5,0,1,0,0,0,0.666666667,0,0,1,1,1,0,0,0,0,0,1,1,1,0
MARD_SAMD00040648_REFG_MMP00040648,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0.5,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0.333333333,0,1,0
MARD_SAMD00041794_REFG_MMP00041794,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MARD_SAMD00041795_REFG_MMP00041795,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MARD_SAMD00041797_REFG_MMP00041797,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0.666666667,0,0,0,0,1,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMD00041798_REFG_MMP00041798,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0.666666667,0,0,0,1,1,0,0,0,0,1,0.666666667,0,1,0
MARD_SAMD00041816_REFG_MMP00041816,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.333333333,0,0,0,0,1,0,0,1,0,0,0.666666667,0,0,0
MARD_SAMD00042842_REFG_MMP00042842,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0.5,0,0,0,0,0,0.666666667,0,0,1,1,1,0,0,0,1,0,0.333333333,0,1,0
MARD_SAMD00043915_REFG_MMP00043915,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.666666667,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMD00044012_REFG_MMP00044012,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARD_SAMD00046480_REFG_MMP00046480,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.5,0,1,0,0,0,0.666666667,0,0,0,1,0,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMD00046500_REFG_MMP00046500,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MARD_SAMD00046733_REFG_MMP00046733,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0.333333333,1,0,0,0,1,0,0,0,0,1,0.333333333,0,0,0
MARD_SAMD00046755_REFG_MMP00046755,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMD00046756_REFG_MMP00046756,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.333333333,0,0,0,0,1,0,0,0,0,1,0.666666667,0,0,1
MARD_SAMD00046757_REFG_MMP00046757,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.333333333,1,1,0,0,1,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMD00046758_REFG_MMP00046758,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0.666666667,0,0,0,0,1,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMD00046775_REFG_MMP00046775,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0.5,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.666666667,0,0,0
MARD_SAMD00046904_REFG_MMP00046904,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0,1,0.666666667,0,0,0
MARD_SAMD00049912_REFG_MMP00049912,1,1,1,1,1,1,1,1,1,1,0,1,1,0.833333333,1,1,1,1,1,0,0,0.666666667,1,0,0,0,0,0,0,0,1,0,0.666666667,0,0,0
MARD_SAMD00050834_REFG_MMP00050834,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARD_SAMD00053328_REFG_MMP00053328,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
MARD_SAMD00053329_REFG_MMP00053329,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0.333333333,1,1,1,1,1,0,0,0,0,0,0.333333333,0,1,0
MARD_SAMD00056695_REFG_MMP00056695,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0.5,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0.333333333,0,0,0
MARD_SAMD00064366_REFG_MMP00064366,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0.5,0,1,1,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
MARD_SAMD00065689_REFG_MMP00065689,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0.5,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARD_SAMD00112194_REFG_MMP00112194,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0.666666667,0,0,1
MARD_SAMD00113762_REFG_MMP00113762,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0.5,0,0,1,0,0,0.666666667,0,1,0,0,0,0,0,0,0,1,0.333333333,0,1,0
MARD_SAMD00129508_REFG_MMP00129508,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.5,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMEA104307712_REFG_MMP104307712,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0.5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MARD_SAMEA104692609_REFG_MMP104692609,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0
MARD_SAMEA104692611_REFG_MMP104692611,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,1,0,0,0,0,1,1,0,0,0.666666667,0,0,0
MARD_SAMEA104692614_REFG_MMP104692614,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
MARD_SAMEA1059311_REFG_MMP1059311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0.666666667,0,0,0
MARD_SAMEA18850168_REFG_MMP18850168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMEA2271987_REFG_MMP2271987,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0.5,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0.666666667,1,1,0
MARD_SAMEA2272100_REFG_MMP2272100,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.666666667,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMEA2272178_REFG_MMP2272178,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0.5,0,1,1,0,1,0.666666667,0,1,1,1,1,0,0,0,0,0,0.666666667,0,1,0
MARD_SAMEA2272264_REFG_MMP2272264,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0.666666667,1,1,0,0,1,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMEA2272395_REFG_MMP2272395,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0.5,0,0,0,0,1,0.666666667,0,0,1,1,0,0,0,0,0,0,0.666666667,1,0,0
MARD_SAMEA2272452_REFG_MMP2272452,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0.666666667,0,0,0
MARD_SAMEA2272636_REFG_MMP2272636,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARD_SAMEA2272692_REFG_MMP2272692,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
MARD_SAMEA2272788_REFG_MMP2272788,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0
MARD_SAMEA2591285_REFG_MMP2591285,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.333333333,0,0,0,0,1,0,0,1,0,1,1,0,0,0
MARD_SAMEA2591286_REFG_MMP2591286,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0.333333333,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMEA2591287_REFG_MMP2591287,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.333333333,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMEA2591293_REFG_MMP2591293,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.333333333,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
MARD_SAMEA2591294_REFG_MMP2591294,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0.333333333,0,0,0,0,1,0,0,1,0,1,0.666666667,0,0,0
