DATASET_HEATMAP
SEPARATOR,COMMA
GORG_SAMEA6073798_SAGS_AG914K21,77.13
GORG_SAMEA6073801_SAGS_AG914L04,89.49
GORG_SAMEA6073805_SAGS_AG914L10,80.71
GORG_SAMEA6073813_SAGS_AG914L20,78.08
GORG_SAMEA6073817_SAGS_AG914M02,75.76
GORG_SAMEA6073820_SAGS_AG914M07,76.8
GORG_SAMEA6073825_SAGS_AG914M14,87.62
GORG_SAMEA6073826_SAGS_AG914M15,80.67
GORG_SAMEA6073834_SAGS_AG914N11,87.98
GORG_SAMEA6073850_SAGS_AG914O08,75.44
GORG_SAMEA6073853_SAGS_AG914O14,80.54
GORG_SAMEA6073862_SAGS_AG914P03,81
GORG_SAMEA6073863_SAGS_AG914P04,76.32
GORG_SAMEA6073865_SAGS_AG914P08,80.82
GORG_SAMEA6073866_SAGS_AG914P09,77.24
GORG_SAMEA6073873_SAGS_AG914P22,85.22
GORG_SAMEA6073874_SAGS_AG914P23,79.93
GORG_SAMEA6073904_SAGS_AG915B23,80.05
GORG_SAMEA6073906_SAGS_AG915C05,78.67
GORG_SAMEA6073907_SAGS_AG915C06,82.69
GORG_SAMEA6073908_SAGS_AG915C07,86.54
GORG_SAMEA6073919_SAGS_AG915D04,77.5
GORG_SAMEA6073922_SAGS_AG915D08,89.94
GORG_SAMEA6073925_SAGS_AG915D11,77.01
GORG_SAMEA6073936_SAGS_AG915E06,82
GORG_SAMEA6073939_SAGS_AG915E09,82.38
GORG_SAMEA6073953_SAGS_AG915F11,83.36
GORG_SAMEA6073963_SAGS_AG915G02,79.98
GORG_SAMEA6073967_SAGS_AG915G07,84.88
GORG_SAMEA6073971_SAGS_AG915G13,85.82
GORG_SAMEA6073972_SAGS_AG915G14,81.28
GORG_SAMEA6073975_SAGS_AG915G17,78.89
GORG_SAMEA6073985_SAGS_AG915I10,84.55
GORG_SAMEA6074009_SAGS_AG915K06,90.4
GORG_SAMEA6074013_SAGS_AG915K13,93.2
GORG_SAMEA6074017_SAGS_AG915K17,81.96
GORG_SAMEA6074019_SAGS_AG915K19,86.8
GORG_SAMEA6074039_SAGS_AG915M14,82.55
GORG_SAMEA6074046_SAGS_AG915N05,75.58
GORG_SAMEA6074058_SAGS_AG915N20,76.56
GORG_SAMEA6074061_SAGS_AG915O02,89.14
GORG_SAMEA6074062_SAGS_AG915O03,76.26
GORG_SAMEA6074064_SAGS_AG915O06,78.32
GORG_SAMEA6074065_SAGS_AG915O07,91.65
GORG_SAMEA6074078_SAGS_AG915P01,80.62
GORG_SAMEA6074097_SAGS_AG916A14,81.41
GORG_SAMEA6074099_SAGS_AG916A16,92.24
GORG_SAMEA6074102_SAGS_AG916A19,91.09
GORG_SAMEA6074103_SAGS_AG916A21,83.84
GORG_SAMEA6074107_SAGS_AG916B06,84.62
GORG_SAMEA6074108_SAGS_AG916B07,85.87
GORG_SAMEA6074111_SAGS_AG916B11,78.38
GORG_SAMEA6074114_SAGS_AG916B16,81.33
GORG_SAMEA6074123_SAGS_AG916C10,82.08
GORG_SAMEA6074140_SAGS_AG916D16,82.75
GORG_SAMEA6074141_SAGS_AG916D18,80.01
GORG_SAMEA6074143_SAGS_AG916D20,78.1
GORG_SAMEA6074152_SAGS_AG916E11,76.35
GORG_SAMEA6074154_SAGS_AG916E15,84.22
GORG_SAMEA6074156_SAGS_AG916E17,85
GORG_SAMEA6074158_SAGS_AG916E19,89.32
GORG_SAMEA6074161_SAGS_AG916E22,80.57
GORG_SAMEA6074164_SAGS_AG916F06,77.2
GORG_SAMEA6074168_SAGS_AG916F16,76.02
GORG_SAMEA6074172_SAGS_AG916F23,78.91
GORG_SAMEA6074174_SAGS_AG916G03,82.8
GORG_SAMEA6074179_SAGS_AG916G09,89.42
GORG_SAMEA6074185_SAGS_AG916G19,93.91
GORG_SAMEA6074186_SAGS_AG916G20,92.54
GORG_SAMEA6074192_SAGS_AG916I06,84.43
GORG_SAMEA6074197_SAGS_AG916I16,83.9
GORG_SAMEA6074198_SAGS_AG916I17,86.02
GORG_SAMEA6074199_SAGS_AG916I18,78.14
GORG_SAMEA6074200_SAGS_AG916I19,89.72
GORG_SAMEA6074203_SAGS_AG916J06,79.97
GORG_SAMEA6074205_SAGS_AG916J09,84.64
GORG_SAMEA6074207_SAGS_AG916J11,88.17
GORG_SAMEA6074212_SAGS_AG916J21,79.6
GORG_SAMEA6074217_SAGS_AG916K04,80.89
GORG_SAMEA6074222_SAGS_AG916K14,75.72
GORG_SAMEA6074231_SAGS_AG916L03,78.42
GORG_SAMEA6074235_SAGS_AG916L09,86.42
GORG_SAMEA6074243_SAGS_AG916L20,84.26
GORG_SAMEA6074244_SAGS_AG916L21,78
GORG_SAMEA6074245_SAGS_AG916M02,75.11
GORG_SAMEA6074248_SAGS_AG916M06,79.78
GORG_SAMEA6074249_SAGS_AG916M08,78.86
GORG_SAMEA6074251_SAGS_AG916M11,75.39
GORG_SAMEA6074252_SAGS_AG916M13,81.92
GORG_SAMEA6074253_SAGS_AG916M14,93.09
GORG_SAMEA6074254_SAGS_AG916M15,87.1
GORG_SAMEA6074261_SAGS_AG916N03,88.73
GORG_SAMEA6074268_SAGS_AG916N14,86.1
GORG_SAMEA6074269_SAGS_AG916N15,92.73
GORG_SAMEA6074277_SAGS_AG916O06,84.49
GORG_SAMEA6074282_SAGS_AG916O13,90.5
GORG_SAMEA6074285_SAGS_AG916O20,87.74
GORG_SAMEA6074286_SAGS_AG916O22,82.54
GORG_SAMEA6074287_SAGS_AG916O23,77.92
GORG_SAMEA6074301_SAGS_AG916P21,78.18
GORG_SAMEA6074312_SAGS_AG917A15,79.99
GORG_SAMEA6074313_SAGS_AG917A18,76.32
GORG_SAMEA6074321_SAGS_AG917B07,92.47
GORG_SAMEA6074323_SAGS_AG917B09,81.24
GORG_SAMEA6074332_SAGS_AG917C02,87.69
GORG_SAMEA6074338_SAGS_AG917C08,88.43
GORG_SAMEA6074340_SAGS_AG917C10,75.51
GORG_SAMEA6074341_SAGS_AG917C11,81.82
GORG_SAMEA6074347_SAGS_AG917D03,90.88
GORG_SAMEA6074350_SAGS_AG917D08,75.81
GORG_SAMEA6074351_SAGS_AG917D09,82.93
GORG_SAMEA6074353_SAGS_AG917D14,94.24
GORG_SAMEA6074358_SAGS_AG917D20,77.59
GORG_SAMEA6074360_SAGS_AG917D23,88.94
GORG_SAMEA6074363_SAGS_AG917E05,89.78
GORG_SAMEA6074365_SAGS_AG917E07,78.84
GORG_SAMEA6074367_SAGS_AG917E14,86.9
GORG_SAMEA6074373_SAGS_AG917F02,83.35
GORG_SAMEA6074382_SAGS_AG917F16,92.43
GORG_SAMEA6074384_SAGS_AG917F18,95.56
GORG_SAMEA6074393_SAGS_AG917G09,79.86
GORG_SAMEA6074395_SAGS_AG917G13,81.47
GORG_SAMEA6074397_SAGS_AG917G16,79.12
GORG_SAMEA6074408_SAGS_AG917I09,75.9
GORG_SAMEA6074409_SAGS_AG917I10,80.02
GORG_SAMEA6074411_SAGS_AG917I17,77.68
GORG_SAMEA6074416_SAGS_AG917J06,88.98
GORG_SAMEA6074420_SAGS_AG917J15,83.62
GORG_SAMEA6074428_SAGS_AG917K06,94.65
GORG_SAMEA6074438_SAGS_AG917K20,88.7
GORG_SAMEA6074439_SAGS_AG917K23,80.82
GORG_SAMEA6074454_SAGS_AG917M08,93.8
GORG_SAMEA6074455_SAGS_AG917M09,89.41
GORG_SAMEA6074459_SAGS_AG917M15,85.5
GORG_SAMEA6074461_SAGS_AG917M17,81.26
GORG_SAMEA6074464_SAGS_AG917M22,88.78
GORG_SAMEA6074467_SAGS_AG917N04,76.38
GORG_SAMEA6074475_SAGS_AG917N15,84.06
GORG_SAMEA6074479_SAGS_AG917N20,84.96
GORG_SAMEA6074485_SAGS_AG917O08,75.46
GORG_SAMEA6074486_SAGS_AG917O09,86.01
GORG_SAMEA6074488_SAGS_AG917O11,80.89
GORG_SAMEA6074491_SAGS_AG917O15,77.05
GORG_SAMEA6074493_SAGS_AG917O20,87.25
GORG_SAMEA6074500_SAGS_AG917P07,88.66
GORG_SAMEA6074504_SAGS_AG917P14,75.44
GORG_SAMEA6074513_SAGS_AG918A03,77.26
GORG_SAMEA6074517_SAGS_AG918A19,77.16
GORG_SAMEA6074521_SAGS_AG918B06,83.22
GORG_SAMEA6074522_SAGS_AG918B08,79.04
GORG_SAMEA6074525_SAGS_AG918B11,79.59
GORG_SAMEA6074537_SAGS_AG918C08,77.16
GORG_SAMEA6074541_SAGS_AG918C13,80.22
GORG_SAMEA6074543_SAGS_AG918C15,80.44
GORG_SAMEA6074552_SAGS_AG918D11,75.16
GORG_SAMEA6074559_SAGS_AG918E02,89.61
GORG_SAMEA6074561_SAGS_AG918E06,84.8
GORG_SAMEA6074565_SAGS_AG918E10,75.4
GORG_SAMEA6074567_SAGS_AG918E13,76.19
GORG_SAMEA6074569_SAGS_AG918E15,75.11
GORG_SAMEA6074575_SAGS_AG918F13,87.42
GORG_SAMEA6074582_SAGS_AG918F23,77.26
GORG_SAMEA6074586_SAGS_AG918G06,89.26
GORG_SAMEA6074589_SAGS_AG918G15,89.55
GORG_SAMEA6074590_SAGS_AG918G17,80.82
GORG_SAMEA6074594_SAGS_AG918G22,95.15
GORG_SAMEA6074600_SAGS_AG918I09,76.35
GORG_SAMEA6074602_SAGS_AG918I11,76
GORG_SAMEA6074606_SAGS_AG918I18,76.85
GORG_SAMEA6074616_SAGS_AG918K06,80.35
GORG_SAMEA6074617_SAGS_AG918K09,88.28
GORG_SAMEA6074620_SAGS_AG918K13,90.22
GORG_SAMEA6074629_SAGS_AG918L07,85.23
GORG_SAMEA6074639_SAGS_AG918L21,82.01
GORG_SAMEA6074648_SAGS_AG918M15,89.97
GORG_SAMEA6074649_SAGS_AG918M19,82.68
GORG_SAMEA6074650_SAGS_AG918M20,79.44
GORG_SAMEA6074653_SAGS_AG918N05,76.74
GORG_SAMEA6074655_SAGS_AG918N08,83.23
GORG_SAMEA6074657_SAGS_AG918N11,86
GORG_SAMEA6074662_SAGS_AG918N23,94.64
GORG_SAMEA6074663_SAGS_AG918O03,78.32
GORG_SAMEA6074673_SAGS_AG918P10,79.68
GORG_SAMEA6074677_SAGS_AG918P15,78.15
GORG_SAMEA6074678_SAGS_AG919A02,77.51
GORG_SAMEA6074702_SAGS_AG919C02,85.3
GORG_SAMEA6074703_SAGS_AG919C04,79.03
GORG_SAMEA6074710_SAGS_AG919C15,78.02
GORG_SAMEA6074714_SAGS_AG919C22,85.88
GORG_SAMEA6074715_SAGS_AG919D03,79.97
GORG_SAMEA6074721_SAGS_AG919D10,88.88
GORG_SAMEA6074734_SAGS_AG919E11,76.15
GORG_SAMEA6074736_SAGS_AG919E16,78.66
GORG_SAMEA6074739_SAGS_AG919E23,78.18
GORG_SAMEA6074741_SAGS_AG919F03,82.88
GORG_SAMEA6074742_SAGS_AG919F04,81.24
GORG_SAMEA6074755_SAGS_AG919F21,89.55
GORG_SAMEA6074756_SAGS_AG919F22,79.62
GORG_SAMEA6074758_SAGS_AG919G03,78.42
GORG_SAMEA6074759_SAGS_AG919G06,83.84
GORG_SAMEA6074765_SAGS_AG919G14,80.9
GORG_SAMEA6074775_SAGS_AG919I11,82.56
GORG_SAMEA6074776_SAGS_AG919I13,93.28
GORG_SAMEA6074782_SAGS_AG919I21,75.1
GORG_SAMEA6074791_SAGS_AG919J11,95.75
GORG_SAMEA6074804_SAGS_AG919K16,81.47
GORG_SAMEA6074805_SAGS_AG919K20,83.42
GORG_SAMEA6074807_SAGS_AG919L02,92.32
GORG_SAMEA6074808_SAGS_AG919L04,80.93
GORG_SAMEA6074809_SAGS_AG919L06,87.36
GORG_SAMEA6074813_SAGS_AG919L14,88.06
GORG_SAMEA6074816_SAGS_AG919L18,75.88
GORG_SAMEA6074817_SAGS_AG919L19,75.1
GORG_SAMEA6074824_SAGS_AG919M05,91.71
GORG_SAMEA6074829_SAGS_AG919M14,75.04
GORG_SAMEA6074839_SAGS_AG919N08,90.56
GORG_SAMEA6074846_SAGS_AG919N17,85.45
GORG_SAMEA6074852_SAGS_AG919O02,88.4
GORG_SAMEA6074855_SAGS_AG919O06,75.6
GORG_SAMEA6074860_SAGS_AG919O13,78.34
GORG_SAMEA6074867_SAGS_AG919P07,75.83
GORG_SAMEA6074868_SAGS_AG919P09,82.8
GORG_SAMEA6074891_SAGS_AG920B11,92.2
GORG_SAMEA6074900_SAGS_AG920C09,84.21
GORG_SAMEA6074902_SAGS_AG920C11,78.89
GORG_SAMEA6074904_SAGS_AG920C15,79.2
GORG_SAMEA6074909_SAGS_AG920C23,77.79
GORG_SAMEA6074913_SAGS_AG920D05,88.98
GORG_SAMEA6074926_SAGS_AG920E06,76.36
GORG_SAMEA6074952_SAGS_AG920G11,76.35
GORG_SAMEA6074955_SAGS_AG920G17,78.68
GORG_SAMEA6074960_SAGS_AG920I06,79.88
GORG_SAMEA6074969_SAGS_AG920I21,79.57
GORG_SAMEA6074970_SAGS_AG920I22,80.45
GORG_SAMEA6074971_SAGS_AG920I23,85.78
GORG_SAMEA6074973_SAGS_AG920J04,87.8
GORG_SAMEA6074974_SAGS_AG920J05,81.94
GORG_SAMEA6074978_SAGS_AG920J13,78.66
GORG_SAMEA6074980_SAGS_AG920J16,85.92
GORG_SAMEA6074990_SAGS_AG920K10,79.5
GORG_SAMEA6074991_SAGS_AG920K11,81.95
GORG_SAMEA6074995_SAGS_AG920K17,88.16
GORG_SAMEA6075002_SAGS_AG920L07,95.2
GORG_SAMEA6075006_SAGS_AG920L11,97.24
GORG_SAMEA6075008_SAGS_AG920L18,80.99
GORG_SAMEA6075009_SAGS_AG920L19,90.79
GORG_SAMEA6075010_SAGS_AG920L20,90.41
GORG_SAMEA6075017_SAGS_AG920M14,89.83
GORG_SAMEA6075039_SAGS_AG920O11,79.2
GORG_SAMEA6075055_SAGS_AG920P16,80.52
GORG_SAMEA6075139_SAGS_AG349C04,75.48
GORG_SAMEA6075144_SAGS_AG349C11,82.13
GORG_SAMEA6075145_SAGS_AG349C13,83.62
GORG_SAMEA6075158_SAGS_AG349D08,88.76
GORG_SAMEA6075163_SAGS_AG349D14,80.94
GORG_SAMEA6075167_SAGS_AG349D19,75.69
GORG_SAMEA6075175_SAGS_AG349E07,78.79
GORG_SAMEA6075196_SAGS_AG349F19,78.39
GORG_SAMEA6075199_SAGS_AG349F22,77.07
GORG_SAMEA6075214_SAGS_AG349G20,93.28
GORG_SAMEA6075216_SAGS_AG349G23,86.71
GORG_SAMEA6075219_SAGS_AG349I05,86.9
GORG_SAMEA6075225_SAGS_AG349I13,78.3
GORG_SAMEA6075231_SAGS_AG349I20,79.63
GORG_SAMEA6075245_SAGS_AG349J18,81.06
GORG_SAMEA6075252_SAGS_AG349K05,78.48
GORG_SAMEA6075258_SAGS_AG349K14,79.57
GORG_SAMEA6075266_SAGS_AG349K23,75.1
GORG_SAMEA6075279_SAGS_AG349L17,79.07
GORG_SAMEA6075296_SAGS_AG349M19,84.82
GORG_SAMEA6075308_SAGS_AG349N13,78.32
GORG_SAMEA6075319_SAGS_AG349O03,75.21
GORG_SAMEA6075321_SAGS_AG349O05,82.3
GORG_SAMEA6075327_SAGS_AG349O13,75.49
GORG_SAMEA6075358_SAGS_AG404A02,91.43
GORG_SAMEA6075360_SAGS_AG404A04,77.42
GORG_SAMEA6075373_SAGS_AG404B04,81.01
GORG_SAMEA6075379_SAGS_AG404B11,79.46
GORG_SAMEA6075380_SAGS_AG404B13,94.11
GORG_SAMEA6075381_SAGS_AG404B14,79.64
GORG_SAMEA6075386_SAGS_AG404B19,76.61
GORG_SAMEA6075390_SAGS_AG404C02,76.46
GORG_SAMEA6075404_SAGS_AG404C23,85.18
GORG_SAMEA6075411_SAGS_AG404D10,76.41
GORG_SAMEA6075412_SAGS_AG404D14,88.96
GORG_SAMEA6075436_SAGS_AG404F06,83.68
GORG_SAMEA6075439_SAGS_AG404F09,78.64
GORG_SAMEA6075469_SAGS_AG404I14,80.8
GORG_SAMEA6075491_SAGS_AG404J20,79.88
GORG_SAMEA6075502_SAGS_AG404K13,89.56
GORG_SAMEA6075503_SAGS_AG404K15,81.19
GORG_SAMEA6075515_SAGS_AG404L15,76.1
GORG_SAMEA6075523_SAGS_AG404M02,88.18
GORG_SAMEA6075543_SAGS_AG404N13,78.91
GORG_SAMEA6075548_SAGS_AG404N21,80.62
GORG_SAMEA6075558_SAGS_AG404O15,81.92
GORG_SAMEA6075559_SAGS_AG404O17,75.54
GORG_SAMEA6075560_SAGS_AG404O18,82.02
GORG_SAMEA6075564_SAGS_AG404P01,80.53
GORG_SAMEA6075568_SAGS_AG404P07,75.81
GORG_SAMEA6075569_SAGS_AG404P08,84.04
GORG_SAMEA6075573_SAGS_AG404P13,82.38
GORG_SAMEA6075579_SAGS_AG404P20,87.2
GORG_SAMEA6075580_SAGS_AG404P22,80.92
GORG_SAMEA6075585_SAGS_AG390A05,92.89
GORG_SAMEA6075595_SAGS_AG390A19,82.02
GORG_SAMEA6075596_SAGS_AG390A20,79.74
GORG_SAMEA6075598_SAGS_AG390A22,75.44
GORG_SAMEA6075599_SAGS_AG390A23,82.16
GORG_SAMEA6075614_SAGS_AG390B19,76.07
GORG_SAMEA6075621_SAGS_AG390C05,77.79
GORG_SAMEA6075624_SAGS_AG390C08,78.69
GORG_SAMEA6075630_SAGS_AG390C16,78.38
GORG_SAMEA6075631_SAGS_AG390C17,90.49
GORG_SAMEA6075633_SAGS_AG390C19,91.54
GORG_SAMEA6075636_SAGS_AG390C22,81.85
GORG_SAMEA6075638_SAGS_AG390D02,75.5
GORG_SAMEA6075640_SAGS_AG390D05,80.56
GORG_SAMEA6075642_SAGS_AG390D07,76.16
GORG_SAMEA6075648_SAGS_AG390D15,94.14
GORG_SAMEA6075651_SAGS_AG390D18,75.04
GORG_SAMEA6075658_SAGS_AG390E04,86.61
GORG_SAMEA6075662_SAGS_AG390E09,83.44
GORG_SAMEA6075668_SAGS_AG390E17,93.78
GORG_SAMEA6075675_SAGS_AG390F02,80
GORG_SAMEA6075686_SAGS_AG390F15,80.48
GORG_SAMEA6075696_SAGS_AG390G04,92.07
GORG_SAMEA6075700_SAGS_AG390G08,75.35
GORG_SAMEA6075703_SAGS_AG390G11,82.12
GORG_SAMEA6075704_SAGS_AG390G13,90.86
GORG_SAMEA6075713_SAGS_AG390G23,90.69
GORG_SAMEA6075716_SAGS_AG390I07,85.18
GORG_SAMEA6075719_SAGS_AG390I11,86.76
GORG_SAMEA6075722_SAGS_AG390I15,81.66
GORG_SAMEA6075724_SAGS_AG390I17,82.36
GORG_SAMEA6075729_SAGS_AG390I22,84.14
GORG_SAMEA6075734_SAGS_AG390J06,87.23
GORG_SAMEA6075737_SAGS_AG390J09,78.37
GORG_SAMEA6075740_SAGS_AG390J13,81.17
GORG_SAMEA6075741_SAGS_AG390J14,82.74
GORG_SAMEA6075742_SAGS_AG390J15,81.89
GORG_SAMEA6075748_SAGS_AG390J21,86.4
GORG_SAMEA6075749_SAGS_AG390J22,82.52
GORG_SAMEA6075754_SAGS_AG390K05,77.18
GORG_SAMEA6075759_SAGS_AG390K11,75.81
GORG_SAMEA6075764_SAGS_AG390K17,77.36
GORG_SAMEA6075772_SAGS_AG390L03,90.32
GORG_SAMEA6075780_SAGS_AG390L11,82
GORG_SAMEA6075784_SAGS_AG390L16,78.56
GORG_SAMEA6075787_SAGS_AG390L19,83.62
GORG_SAMEA6075788_SAGS_AG390L20,92.49
GORG_SAMEA6075792_SAGS_AG390M02,82.72
GORG_SAMEA6075802_SAGS_AG390M14,88.19
GORG_SAMEA6075803_SAGS_AG390M15,77.22
GORG_SAMEA6075809_SAGS_AG390M22,94.72
GORG_SAMEA6075810_SAGS_AG390M23,95.98
GORG_SAMEA6075812_SAGS_AG390N03,78.22
GORG_SAMEA6075813_SAGS_AG390N04,83.65
GORG_SAMEA6075822_SAGS_AG390N15,78.59
GORG_SAMEA6075826_SAGS_AG390N19,80.1
GORG_SAMEA6075827_SAGS_AG390N20,76.96
GORG_SAMEA6075833_SAGS_AG390O04,89.52
GORG_SAMEA6075846_SAGS_AG390O18,82.6
GORG_SAMEA6075873_SAGS_AG414A03,78.41
GORG_SAMEA6075883_SAGS_AG414A23,75.64
GORG_SAMEA6075887_SAGS_AG414B08,83.43
GORG_SAMEA6075888_SAGS_AG414B09,77.59
GORG_SAMEA6075893_SAGS_AG414B15,87.3
GORG_SAMEA6075904_SAGS_AG414C16,79
GORG_SAMEA6075909_SAGS_AG414D07,75.95
GORG_SAMEA6075910_SAGS_AG414D10,84.1
GORG_SAMEA6075912_SAGS_AG414D15,77.46
GORG_SAMEA6075915_SAGS_AG414E02,85.74
GORG_SAMEA6075916_SAGS_AG414E04,80.31
GORG_SAMEA6075917_SAGS_AG414E06,84.62
GORG_SAMEA6075927_SAGS_AG414F02,81.92
GORG_SAMEA6075934_SAGS_AG414F13,78.3
GORG_SAMEA6075946_SAGS_AG414G13,82.86
GORG_SAMEA6075947_SAGS_AG414G15,79.75
GORG_SAMEA6075954_SAGS_AG414I04,75.24
GORG_SAMEA6075964_SAGS_AG414I15,76.02
GORG_SAMEA6075974_SAGS_AG414J13,76.2
GORG_SAMEA6075987_SAGS_AG414K15,79.69
GORG_SAMEA6075989_SAGS_AG414K18,77.27
GORG_SAMEA6075993_SAGS_AG414L04,95.44
GORG_SAMEA6075996_SAGS_AG414L09,77.28
GORG_SAMEA6076010_SAGS_AG414M09,77.04
GORG_SAMEA6076017_SAGS_AG414M23,88.58
GORG_SAMEA6076018_SAGS_AG414N03,75.84
GORG_SAMEA6076029_SAGS_AG414N20,85.48
GORG_SAMEA6076030_SAGS_AG414N23,91.11
GORG_SAMEA6076035_SAGS_AG414O09,87.44
GORG_SAMEA6076036_SAGS_AG414O11,88.55
GORG_SAMEA6076038_SAGS_AG414O15,83.99
GORG_SAMEA6076045_SAGS_AG414P09,79.98
GORG_SAMEA6076059_SAGS_AG410B17,84.73
GORG_SAMEA6076060_SAGS_AG410B18,78.06
GORG_SAMEA6076075_SAGS_AG410D23,77.84
GORG_SAMEA6076107_SAGS_AG410I20,82.34
GORG_SAMEA6076117_SAGS_AG410K05,82.1
GORG_SAMEA6076119_SAGS_AG410K11,80.81
GORG_SAMEA6076134_SAGS_AG410L19,93.3
GORG_SAMEA6076153_SAGS_AG410O02,87.4
GORG_SAMEA6076159_SAGS_AG410O14,77.62
GORG_SAMEA6076182_SAGS_AG422A21,80.76
GORG_SAMEA6076194_SAGS_AG422B15,83.29
GORG_SAMEA6076196_SAGS_AG422B19,83.88
GORG_SAMEA6076199_SAGS_AG422B22,87.48
GORG_SAMEA6076200_SAGS_AG422B23,86.35
GORG_SAMEA6076206_SAGS_AG422C08,77.75
GORG_SAMEA6076208_SAGS_AG422C10,79.36
GORG_SAMEA6076210_SAGS_AG422C13,85.54
GORG_SAMEA6076212_SAGS_AG422C15,91.94
GORG_SAMEA6076217_SAGS_AG422C20,90.68
GORG_SAMEA6076218_SAGS_AG422C21,97.6
GORG_SAMEA6076233_SAGS_AG422D21,75.08
GORG_SAMEA6076235_SAGS_AG422D23,86.15
GORG_SAMEA6076236_SAGS_AG422E02,94.71
GORG_SAMEA6076243_SAGS_AG422E13,76.56
GORG_SAMEA6076247_SAGS_AG422E19,80.96
GORG_SAMEA6076260_SAGS_AG422F15,85.1
GORG_SAMEA6076268_SAGS_AG422G03,89.21
GORG_SAMEA6076270_SAGS_AG422G06,79.32
GORG_SAMEA6076276_SAGS_AG422G15,83.18
GORG_SAMEA6076292_SAGS_AG422I14,78.36
GORG_SAMEA6076298_SAGS_AG422I21,86.66
GORG_SAMEA6076301_SAGS_AG422J03,76.44
GORG_SAMEA6076309_SAGS_AG422J16,93.86
GORG_SAMEA6076313_SAGS_AG422J20,80.12
GORG_SAMEA6076316_SAGS_AG422J23,81.88
GORG_SAMEA6076323_SAGS_AG422K10,90.39
GORG_SAMEA6076325_SAGS_AG422K13,85.23
GORG_SAMEA6076328_SAGS_AG422K17,85.7
GORG_SAMEA6076344_SAGS_AG422L15,94.6
GORG_SAMEA6076353_SAGS_AG422M03,83.65
GORG_SAMEA6076354_SAGS_AG422M05,79.13
GORG_SAMEA6076366_SAGS_AG422N03,87.38
GORG_SAMEA6076371_SAGS_AG422N09,83.77
GORG_SAMEA6076375_SAGS_AG422N14,79
GORG_SAMEA6076376_SAGS_AG422N15,89.67
GORG_SAMEA6076385_SAGS_AG422O05,81.22
GORG_SAMEA6076410_SAGS_AG447A02,88.62
GORG_SAMEA6076414_SAGS_AG447A06,78.5
GORG_SAMEA6076416_SAGS_AG447A08,78.86
GORG_SAMEA6076428_SAGS_AG447B02,78.67
GORG_SAMEA6076444_SAGS_AG447B22,80.6
GORG_SAMEA6076449_SAGS_AG447C06,76.09
GORG_SAMEA6076451_SAGS_AG447C08,92.72
GORG_SAMEA6076457_SAGS_AG447C16,75.85
GORG_SAMEA6076459_SAGS_AG447C19,83.19
GORG_SAMEA6076460_SAGS_AG447C21,84.75
GORG_SAMEA6076488_SAGS_AG447E07,82.4
GORG_SAMEA6076498_SAGS_AG447E19,84.68
GORG_SAMEA6076510_SAGS_AG447F10,86.78
GORG_SAMEA6076522_SAGS_AG447G04,79.77
GORG_SAMEA6076536_SAGS_AG447G19,80.15
GORG_SAMEA6076547_SAGS_AG447I09,84.48
GORG_SAMEA6076551_SAGS_AG447I15,78.94
GORG_SAMEA6076556_SAGS_AG447I21,81.72
GORG_SAMEA6076559_SAGS_AG447J03,82.38
GORG_SAMEA6076582_SAGS_AG447K09,90.82
GORG_SAMEA6076584_SAGS_AG447K11,84.77
GORG_SAMEA6076592_SAGS_AG447K20,87.4
GORG_SAMEA6076594_SAGS_AG447K22,77.82
GORG_SAMEA6076595_SAGS_AG447K23,79.33
GORG_SAMEA6076601_SAGS_AG447L07,78.56
GORG_SAMEA6076604_SAGS_AG447L10,80.74
GORG_SAMEA6076607_SAGS_AG447L14,86.09
GORG_SAMEA6076611_SAGS_AG447L18,84.01
GORG_SAMEA6076615_SAGS_AG447L22,94.54
GORG_SAMEA6076619_SAGS_AG447M05,89.28
GORG_SAMEA6076623_SAGS_AG447M09,87.62
GORG_SAMEA6076624_SAGS_AG447M10,84.63
GORG_SAMEA6076629_SAGS_AG447M16,83.54
GORG_SAMEA6076636_SAGS_AG447N02,75.04
GORG_SAMEA6076642_SAGS_AG447N08,92.71
GORG_SAMEA6076651_SAGS_AG447N18,90.69
GORG_SAMEA6076653_SAGS_AG447N20,76.48
GORG_SAMEA6076661_SAGS_AG447O08,82.48
GORG_SAMEA6076663_SAGS_AG447O13,88.28
GORG_SAMEA6076664_SAGS_AG447O14,75.34
GORG_SAMEA6076665_SAGS_AG447O15,89.91
GORG_SAMEA6076672_SAGS_AG447O23,81.39
GORG_SAMEA6076680_SAGS_AG447P08,78.92
GORG_SAMEA6076683_SAGS_AG447P13,75.69
GORG_SAMEA6076688_SAGS_AG447P19,81.56
GORG_SAMEA6076690_SAGS_AG447P22,91.63
GORG_SAMEA6076691_SAGS_AG447P23,84.01
GORG_SAMEA6076694_SAGS_AG313A04,86.59
GORG_SAMEA6076727_SAGS_AG313C03,77.92
GORG_SAMEA6076728_SAGS_AG313C04,89.92
GORG_SAMEA6076742_SAGS_AG313D08,89.2
GORG_SAMEA6076753_SAGS_AG313D21,85.21
GORG_SAMEA6076834_SAGS_AG313L05,81.15
GORG_SAMEA6076857_SAGS_AG313M10,75.9
GORG_SAMEA6076936_SAGS_AG319B05,84.42
GORG_SAMEA6076975_SAGS_AG319D07,85.82
GORG_SAMEA6076977_SAGS_AG319D09,85.44
GORG_SAMEA6077196_SAGS_AG319P17,80.12
