"","Genome","Cysteine.Biosynthesis","SO4thiosulfate.transporter","Methionine.Synthesis","Methionine.Transport","Cysteine.Degradation","Methionine.Degradation","Methionine.Salvage.Part.1","Methionine.Salvage.Part.2","Methionine.Salvage.Fusion.Enzyme","Methionine.Salvage.Anaerobic.Isoprenoid.Shunt","Methionine.Salvage.Anaerobic.Degradation.of.MTRu1P","Methionine...N.Acyl.L.homoserine.lactone","Glutathione.Synthesis","Glutathione.Transporter","DHPS.Transporter","DHPS.Degradation","DMSP.degradation","Taurine.Transport","Taurine.Degradation","Hypotaurine.Degradation","Isethionate.Transport","N.acetyltaurine.Transport","DOS.Misc.Degradation.2","DOS.Misc.Degradation.3","DOS.Misc.Degradation.4","Choline.O.sulfate.Degradation","Choline.O.sulfate.Transport","Cysteate.Degradation","Biotin.Transport","Biotin.Degradation","Coenzyme.A.Degradation","Methanethiol.Degradation","Methanethiol.Synthesis","X3.Mercaptopyruvate.Degradation","Glutathione.disulfide.degradation.and.synthesis","Dimethylsulfoxide.Degradation","Dimethylsulfone.Degradation","Methanesulfonate.Degradation","Sulfolactate.degradation","Sulfopyruvate.Degradation","Sulfoacetaldehyde.Degradation","S.adenosyl.L.homocysteine.degradation"
"TARA_SAMEA2622764_METAG_EFPGPPLG","TARA_SAMEA2622764_METAG_EFPGPPLG",1,0,1,0,1,1,0.8,0,0,0.333333333333333,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2622764_METAG_COJGOHCA","TARA_SAMEA2622764_METAG_COJGOHCA",1,0,1,0,1,1,0.5,0,0,0.333333333333333,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2622737_METAG_HPGMPLOF","TARA_SAMEA2622737_METAG_HPGMPLOF",1,0,1,0,1,1,0.5,0,0,0.666666666666667,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2622737_METAG_CHPLGDHK","TARA_SAMEA2622737_METAG_CHPLGDHK",1,0,1,0,1,1,0.666666666666667,0.4,0,0.666666666666667,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2622737_METAG_HGAEOBNM","TARA_SAMEA2622737_METAG_HGAEOBNM",1,0,1,0,1,1,1,0.75,0,0.666666666666667,0,0,0.5,0,1,0,1,0,0,0,1,0,1,0,1,0.666666666666667,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1
"TARA_SAMEA2622737_METAG_HMOCFPAL","TARA_SAMEA2622737_METAG_HMOCFPAL",1,0,1,0,1,1,0.666666666666667,0.4,0,0.333333333333333,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2622737_METAG_DNKCLKFP","TARA_SAMEA2622737_METAG_DNKCLKFP",1,0,1,0,1,1,1,0,0,0.333333333333333,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1
"TARA_SAMEA2622737_METAG_AEEMAJOM","TARA_SAMEA2622737_METAG_AEEMAJOM",1,1,1,0,1,1,0.4,0.4,0.5,0.333333333333333,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1
"TARA_SAMEA2622737_METAG_CEKODEKK","TARA_SAMEA2622737_METAG_CEKODEKK",0.5,0,0.25,1,1,0,0.2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA2622737_METAG_LFMACBGP","TARA_SAMEA2622737_METAG_LFMACBGP",1,0,1,0,1,1,0.6,0,0,0.333333333333333,0,0,0.5,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1
"TARA_SAMEA2622737_METAG_BNBOAFAC","TARA_SAMEA2622737_METAG_BNBOAFAC",1,0,1,0,1,1,0.6,0.2,0,0.333333333333333,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
"TARA_SAMEA4397627_METAG_NFMKHDIK","TARA_SAMEA4397627_METAG_NFMKHDIK",1,0,1,0,1,1,0.5,0,0,0.333333333333333,0,0,0.5,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
"TARA_SAMEA4397627_METAG_MKNHFLDO","TARA_SAMEA4397627_METAG_MKNHFLDO",1,0,1,0,1,1,0.333333333333333,0,0,0.333333333333333,0,0,0.5,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
"TARA_SAMEA4397627_METAG_AHLPKBKF","TARA_SAMEA4397627_METAG_AHLPKBKF",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.333333333333333,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1
"TARA_SAMEA4397627_METAG_NBMNCCBK","TARA_SAMEA4397627_METAG_NBMNCCBK",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0.333333333333333,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1
"TARA_SAMEA4397627_METAG_MGFAOGDI","TARA_SAMEA4397627_METAG_MGFAOGDI",1,0,1,0,1,1,0.6,0.2,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2620879_METAG_LAADGIIA","TARA_SAMEA2620879_METAG_LAADGIIA",1,0,1,0,1,1,1,0.75,0,0.333333333333333,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1
"TARA_SAMEA2620879_METAG_HBJBAPAL","TARA_SAMEA2620879_METAG_HBJBAPAL",1,0,1,0,1,1,0.333333333333333,0,0,0.333333333333333,0,0,0.5,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2620879_METAG_CDGJNAMD","TARA_SAMEA2620879_METAG_CDGJNAMD",1,0,1,0,1,1,0.333333333333333,0,0,0.333333333333333,0,0,0.5,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1
"TARA_SAMEA2620879_METAG_IHKMCENH","TARA_SAMEA2620879_METAG_IHKMCENH",1,1,1,0,1,1,1,0.75,0,0.333333333333333,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0.666666666666667,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1
"TARA_SAMEA2620879_METAG_PEGJDAJJ","TARA_SAMEA2620879_METAG_PEGJDAJJ",1,0,0.5,0,1,0.333333333333333,0.4,0.2,0,0.333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620879_METAG_DCMAAGAJ","TARA_SAMEA2620879_METAG_DCMAAGAJ",1,0,1,0,1,1,0.2,0,0,0.333333333333333,0,0,0.5,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
"TARA_SAMEA4396515_METAG_PBGKFNGD","TARA_SAMEA4396515_METAG_PBGKFNGD",1,0,1,0,1,1,0.333333333333333,0,0,0.333333333333333,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1
"TARA_SAMEA4396515_METAG_JGLKMNCE","TARA_SAMEA4396515_METAG_JGLKMNCE",1,0,1,0,1,1,0.833333333333333,0.2,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"TARA_SAMEA4396515_METAG_JCDCCEGE","TARA_SAMEA4396515_METAG_JCDCCEGE",1,0,1,0,1,1,0.333333333333333,0,0,0.333333333333333,0,0,0.5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA4396515_METAG_ALOAMOFJ","TARA_SAMEA4396515_METAG_ALOAMOFJ",1,0,1,0,1,1,0.6,0.2,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1
"TARA_SAMEA4396515_METAG_KAEBOGCH","TARA_SAMEA4396515_METAG_KAEBOGCH",1,0,1,0,1,1,0.2,0,0,0.333333333333333,0,0,0.5,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
"TARA_SAMEA4396515_METAG_LLNDKEAP","TARA_SAMEA4396515_METAG_LLNDKEAP",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1
"TARA_SAMEA4396515_METAG_PAEGHNPA","TARA_SAMEA4396515_METAG_PAEGHNPA",1,0,1,0,1,1,0.333333333333333,0.2,0,0.333333333333333,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA4396515_METAG_CBOBEGLJ","TARA_SAMEA4396515_METAG_CBOBEGLJ",1,1,1,1,1,0.333333333333333,0.8,0.2,0,0.666666666666667,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0.666666666666667,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
"TARA_SAMEA2619815_METAG_BNMAMEAB","TARA_SAMEA2619815_METAG_BNMAMEAB",1,0,1,0,1,0,0.8,0.2,0,0.333333333333333,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0
"TARA_SAMEA2619815_METAG_IBBHGPDL","TARA_SAMEA2619815_METAG_IBBHGPDL",1,1,1,0,1,1,1,0.75,0,0.333333333333333,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0.666666666666667,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1
"TARA_SAMEA2619815_METAG_FDHJOLJE","TARA_SAMEA2619815_METAG_FDHJOLJE",1,0,1,0,1,1,0.5,0.2,0,0.666666666666667,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2619815_METAG_KGHEEFOM","TARA_SAMEA2619815_METAG_KGHEEFOM",1,0,1,0,1,1,0.333333333333333,0,0,0.333333333333333,0,0,0.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2623403_METAG_OLCBBAEN","TARA_SAMEA2623403_METAG_OLCBBAEN",1,0,1,0,1,0.666666666666667,0.166666666666667,0,0,0.333333333333333,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2623403_METAG_PCNEJIID","TARA_SAMEA2623403_METAG_PCNEJIID",1,0,1,0,1,1,0.333333333333333,0.2,0,0.333333333333333,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.666666666666667,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2623403_METAG_PJOKMGLJ","TARA_SAMEA2623403_METAG_PJOKMGLJ",1,0,1,0,1,1,0.8,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.333333333333333,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2623403_METAG_NKDDHBPN","TARA_SAMEA2623403_METAG_NKDDHBPN",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1
"TARA_SAMEA4398111_METAG_GOJNOAIA","TARA_SAMEA4398111_METAG_GOJNOAIA",1,0,1,0,1,1,0.5,0.2,0,0.333333333333333,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA4398193_METAG_JDLLPAOC","TARA_SAMEA4398193_METAG_JDLLPAOC",1,0,1,0,1,1,0.333333333333333,0.2,0,0.333333333333333,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA4398193_METAG_HHEEBMME","TARA_SAMEA4398193_METAG_HHEEBMME",1,0,1,0,1,1,0.333333333333333,0.2,0,0.333333333333333,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1
"TARA_SAMEA2622763_METAG_MNJLKKHG","TARA_SAMEA2622763_METAG_MNJLKKHG",1,0,1,0,1,1,1,0.4,0,0.333333333333333,0,0,0.5,0,0,1,0,0,0,1,0,1,1,0,1,0.333333333333333,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1
"TARA_SAMEA2620979_METAG_OOHOKJAO","TARA_SAMEA2620979_METAG_OOHOKJAO",1,0,1,0,1,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0
"TARA_SAMEA2620824_METAG_GEJHHNAG","TARA_SAMEA2620824_METAG_GEJHHNAG",1,0,1,0,1,1,0.2,0,0,0.333333333333333,0,0,0.5,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2620824_METAG_IGMPJJKD","TARA_SAMEA2620824_METAG_IGMPJJKD",1,0,1,0,1,1,0.8,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.333333333333333,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2620824_METAG_CBEDBHBG","TARA_SAMEA2620824_METAG_CBEDBHBG",1,0,1,0,1,1,0.2,0,0,0.333333333333333,1,0,0.5,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2620824_METAG_ODAODOHK","TARA_SAMEA2620824_METAG_ODAODOHK",1,0,1,0,1,1,0.4,0.4,0.5,0.666666666666667,0,0,0.5,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1
"TARA_SAMEA2620663_METAG_NPACDBIK","TARA_SAMEA2620663_METAG_NPACDBIK",1,0,1,0,1,1,0.5,0,0,0.333333333333333,0,0,0.5,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA4398083_METAG_MIHHGDJF","TARA_SAMEA4398083_METAG_MIHHGDJF",1,0,1,0,1,0.333333333333333,0.4,0.2,0,0.333333333333333,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0.333333333333333,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0
"TARA_SAMEA4398083_METAG_BJNGMBNJ","TARA_SAMEA4398083_METAG_BJNGMBNJ",1,1,1,0,1,0.333333333333333,0.4,0.4,0.5,0.333333333333333,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0
"TARA_SAMEA4398083_METAG_DMAHDIAE","TARA_SAMEA4398083_METAG_DMAHDIAE",1,0,1,0,1,1,0.333333333333333,0.2,0,0.333333333333333,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1
"TARA_SAMEA2622112_METAG_LOGGOEPE","TARA_SAMEA2622112_METAG_LOGGOEPE",1,0,1,0,1,1,0.333333333333333,0.2,0,0.333333333333333,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.666666666666667,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1
"TARA_SAMEA2622112_METAG_FEDMBOLB","TARA_SAMEA2622112_METAG_FEDMBOLB",1,1,1,1,1,0,0.8,0.75,0,0.333333333333333,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0.666666666666667,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0
"TARA_SAMEA4398027_METAG_KIENBOHL","TARA_SAMEA4398027_METAG_KIENBOHL",1,1,1,1,1,0.666666666666667,1,0.75,0,0.333333333333333,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0.666666666666667,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0
"TARA_SAMEA4398027_METAG_PHDMBMMK","TARA_SAMEA4398027_METAG_PHDMBMMK",1,0,1,0,1,1,0.5,0,0,0.666666666666667,0,0,0.5,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1
"TARA_SAMEA4398027_METAG_CCPCDIOE","TARA_SAMEA4398027_METAG_CCPCDIOE",1,0,1,0,1,0.333333333333333,1,0.2,0,0.333333333333333,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0.333333333333333,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0
"TARA_SAMEA4398027_METAG_HPJCCILF","TARA_SAMEA4398027_METAG_HPJCCILF",1,0,1,0,1,0.333333333333333,0.666666666666667,0.75,0,0.333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0.333333333333333,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0
"TARA_SAMEA4398027_METAG_OGFBIGCF","TARA_SAMEA4398027_METAG_OGFBIGCF",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0.333333333333333,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1
"TARA_SAMEA2620210_METAG_IEFJCOAK","TARA_SAMEA2620210_METAG_IEFJCOAK",1,0,1,0,1,0.666666666666667,1,0,0,0.333333333333333,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0.333333333333333,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2620210_METAG_NMNIAAFA","TARA_SAMEA2620210_METAG_NMNIAAFA",1,0,1,0,1,1,1,0,0,0.666666666666667,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0.333333333333333,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2622517_METAG_EJNGNIDH","TARA_SAMEA2622517_METAG_EJNGNIDH",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1
"TARA_SAMEA2622517_METAG_AEDFJLAN","TARA_SAMEA2622517_METAG_AEDFJLAN",1,0,1,1,1,0.333333333333333,0.2,0.2,0,0.333333333333333,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2622517_METAG_BKOKPGHE","TARA_SAMEA2622517_METAG_BKOKPGHE",1,0,1,0,1,0.333333333333333,0.6,0.2,0,0.666666666666667,1,0,0.5,0,1,0,1,0,1,1,1,1,1,0,1,0.333333333333333,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1
"TARA_SAMEA2622517_METAG_EMLNLLHG","TARA_SAMEA2622517_METAG_EMLNLLHG",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.666666666666667,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1
"TARA_SAMEA2622705_METAG_PFEONJOJ","TARA_SAMEA2622705_METAG_PFEONJOJ",1,0,1,0,1,0.666666666666667,0.6,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.333333333333333,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2621229_METAG_OEEKLJFI","TARA_SAMEA2621229_METAG_OEEKLJFI",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0.333333333333333,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1
"TARA_SAMEA2621229_METAG_DGJFBDNN","TARA_SAMEA2621229_METAG_DGJFBDNN",1,0,1,0,1,1,0.8,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.333333333333333,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2621229_METAG_NLIKONGB","TARA_SAMEA2621229_METAG_NLIKONGB",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
"TARA_SAMEA2621229_METAG_GBFBNBDJ","TARA_SAMEA2621229_METAG_GBFBNBDJ",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0.333333333333333,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1
"TARA_SAMEA2621229_METAG_GMEICKHC","TARA_SAMEA2621229_METAG_GMEICKHC",1,0,0.5,0,1,0.333333333333333,0.4,0.2,0,0.333333333333333,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0
"TARA_SAMEA2621229_METAG_NCGBJPLF","TARA_SAMEA2621229_METAG_NCGBJPLF",1,0,1,1,1,1,1,0.75,0,0.333333333333333,0,0,0.5,0,1,0,1,0,0,0,1,1,1,0,1,0.666666666666667,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1
"TARA_SAMEA2622190_METAG_ODPFDOLA","TARA_SAMEA2622190_METAG_ODPFDOLA",1,0,1,0,1,1,0.5,0,0,0.333333333333333,0,0,0.5,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2622190_METAG_DDNOJCJL","TARA_SAMEA2622190_METAG_DDNOJCJL",1,1,1,1,1,1,1,0.75,0,0.333333333333333,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0.666666666666667,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1
"TARA_SAMEA2622190_METAG_BCPCPDJK","TARA_SAMEA2622190_METAG_BCPCPDJK",1,0,1,0,1,1,0.8,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.333333333333333,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2621416_METAG_LJJAKGNA","TARA_SAMEA2621416_METAG_LJJAKGNA",1,0,1,0,1,1,0.8,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.333333333333333,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2621416_METAG_PBCDJFNI","TARA_SAMEA2621416_METAG_PBCDJFNI",1,0,1,0,1,1,0.2,0,0,0.333333333333333,0,0,0.5,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2621101_METAG_BOCIOJNI","TARA_SAMEA2621101_METAG_BOCIOJNI",1,0,1,1,1,1,0.2,0.2,0,0.333333333333333,1,0,0.5,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1
"TARA_SAMEA2621101_METAG_PFFJNDGN","TARA_SAMEA2621101_METAG_PFFJNDGN",1,0,1,1,1,1,0.4,0.2,0,0.333333333333333,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1
"TARA_SAMEA2621101_METAG_GFCMGELJ","TARA_SAMEA2621101_METAG_GFCMGELJ",1,0,1,1,1,1,0.833333333333333,0.2,0,0.666666666666667,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1
"TARA_SAMEA2621101_METAG_PEGGBNML","TARA_SAMEA2621101_METAG_PEGGBNML",1,0,1,0,1,0.666666666666667,0.4,0.2,0,0.333333333333333,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0.333333333333333,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0
"TARA_SAMEA2620925_METAG_JPOLFDKL","TARA_SAMEA2620925_METAG_JPOLFDKL",1,1,1,0,1,1,0.8,0.75,0,0.333333333333333,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0.333333333333333,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1
"TARA_SAMEA2620925_METAG_MOIAHGGC","TARA_SAMEA2620925_METAG_MOIAHGGC",1,0,1,0,1,1,0.2,0,0,0.333333333333333,1,0,0.5,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2620925_METAG_PKAGHDDF","TARA_SAMEA2620925_METAG_PKAGHDDF",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.666666666666667,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2621213_METAG_JEEIEFMO","TARA_SAMEA2621213_METAG_JEEIEFMO",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0.333333333333333,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1
"TARA_SAMEA2621213_METAG_FEOLLPHB","TARA_SAMEA2621213_METAG_FEOLLPHB",1,0,1,0,1,1,0.8,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.333333333333333,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2621213_METAG_MDPFKEIJ","TARA_SAMEA2621213_METAG_MDPFKEIJ",1,0,1,1,1,1,0.2,0.2,0,0.333333333333333,1,0,0.5,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1
"TARA_SAMEA2621213_METAG_NNGNNKCK","TARA_SAMEA2621213_METAG_NNGNNKCK",1,0,1,0,1,1,0.2,0.2,0,0.333333333333333,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
"TARA_SAMEA2621213_METAG_AJNKHAPD","TARA_SAMEA2621213_METAG_AJNKHAPD",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0.333333333333333,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1
